Id Commande,Date Commande,Id Client,Id Magasin,Statut Commande,Total HT Commande,Id Produit,Quantite,Prix Unitaire,Taux Remise,Sous-Total Produit,Id Facture,Date Comptable,Montant Facture TTC,Statut Paiement Facture
CMD003601,2025-02-14,C00100,S001,Livrée,1736.84,P00112,7,99.54,10.0,627.1,F003601,2025-02-15,2084.21,En attente
CMD003601,2025-02-14,C00100,S001,Livrée,1736.84,P00118,6,80.42,10.0,434.27,F003601,2025-02-15,2084.21,En attente
CMD003601,2025-02-14,C00100,S001,Livrée,1736.84,P00061,6,85.31,10.0,460.67,F003601,2025-02-15,2084.21,En attente
CMD003601,2025-02-14,C00100,S001,Livrée,1736.84,P00006,2,107.4,0.0,214.8,F003601,2025-02-15,2084.21,En attente
CMD003609,2024-06-20,C00271,S005,En cours,199.08,P00112,2,99.54,0.0,199.08,,,,
CMD003637,2024-07-22,C01114,S003,Annulée,2309.87,P00122,12,23.18,10.0,250.34,,,,
CMD003637,2024-07-22,C01114,S003,Annulée,2309.87,P00109,4,54.33,0.0,217.32,,,,
CMD003637,2024-07-22,C01114,S003,Annulée,2309.87,P00029,12,59.45,10.0,642.06,,,,
CMD003637,2024-07-22,C01114,S003,Annulée,2309.87,P00028,10,40.29,10.0,362.61,,,,
CMD003637,2024-07-22,C01114,S003,Annulée,2309.87,P00009,9,103.4,10.0,837.54,,,,
CMD003711,2025-07-09,C00216,S001,Annulée,1111.78,P00088,11,11.57,10.0,114.54,,,,
CMD003711,2025-07-09,C00216,S001,Annulée,1111.78,P00080,4,96.09,0.0,384.36,,,,
CMD003711,2025-07-09,C00216,S001,Annulée,1111.78,P00028,1,40.29,0.0,40.29,,,,
CMD003711,2025-07-09,C00216,S001,Annulée,1111.78,P00037,9,70.69,10.0,572.59,,,,
CMD003734,2025-03-20,C01114,S003,Livrée,958.19,P00135,5,12.58,0.0,62.9,F003734,2025-03-21,1149.83,Payée
CMD003734,2025-03-20,C01114,S003,Livrée,958.19,P00070,7,142.11,10.0,895.29,F003734,2025-03-21,1149.83,Payée
CMD003738,2025-10-23,C00660,S001,Annulée,746.67,P00105,5,53.69,0.0,268.45,,,,
CMD003738,2025-10-23,C00660,S001,Annulée,746.67,P00078,9,59.04,10.0,478.22,,,,
CMD003742,2025-10-22,C00969,S005,En cours,1696.35,P00085,3,62.35,0.0,187.05,,,,
CMD003742,2025-10-22,C00969,S005,En cours,1696.35,P00111,8,135.72,10.0,977.18,,,,
CMD003742,2025-10-22,C00969,S005,En cours,1696.35,P00125,1,51.68,0.0,51.68,,,,
CMD003742,2025-10-22,C00969,S005,En cours,1696.35,P00072,4,55.34,0.0,221.36,,,,
CMD003742,2025-10-22,C00969,S005,En cours,1696.35,P00062,4,64.77,0.0,259.08,,,,
CMD003744,2024-03-27,C00342,S005,Livrée,966.77,P00019,4,57.42,0.0,229.68,F003744,2024-03-28,1160.12,Payée
CMD003744,2024-03-27,C00342,S005,Livrée,966.77,P00016,6,97.75,10.0,527.85,F003744,2024-03-28,1160.12,Payée
CMD003744,2024-03-27,C00342,S005,Livrée,966.77,P00025,2,104.62,0.0,209.24,F003744,2024-03-28,1160.12,Payée
CMD003796,2024-08-16,C00174,S004,En cours,3763.93,P00093,8,145.77,10.0,1049.54,,,,
CMD003796,2024-08-16,C00174,S004,En cours,3763.93,P00090,11,145.85,10.0,1443.91,,,,
CMD003796,2024-08-16,C00174,S004,En cours,3763.93,P00058,5,59.65,0.0,298.25,,,,
CMD003796,2024-08-16,C00174,S004,En cours,3763.93,P00064,8,135.03,10.0,972.22,,,,
CMD003811,2025-03-21,C01175,S005,Annulée,679.29,P00109,12,54.33,10.0,586.76,,,,
CMD003811,2025-03-21,C01175,S005,Annulée,679.29,P00030,1,92.53,0.0,92.53,,,,
CMD003812,2025-09-10,C01162,S004,Annulée,1179.75,P00086,7,63.93,10.0,402.76,,,,
CMD003812,2025-09-10,C01162,S004,Annulée,1179.75,P00142,5,127.76,0.0,638.8,,,,
CMD003812,2025-09-10,C01162,S004,Annulée,1179.75,P00131,6,25.59,10.0,138.19,,,,
CMD003822,2024-08-12,C00450,S005,Livrée,2242.4,P00111,2,135.72,0.0,271.44,F003822,2024-08-13,2690.88,Payée
CMD003822,2024-08-12,C00450,S005,Livrée,2242.4,P00110,7,32.12,10.0,202.36,F003822,2024-08-13,2690.88,Payée
CMD003822,2024-08-12,C00450,S005,Livrée,2242.4,P00016,9,97.75,10.0,791.77,F003822,2024-08-13,2690.88,Payée
CMD003822,2024-08-12,C00450,S005,Livrée,2242.4,P00130,11,98.67,10.0,976.83,F003822,2024-08-13,2690.88,Payée
CMD003843,2025-03-31,C00878,S004,Annulée,248.82,P00057,3,82.94,0.0,248.82,,,,
CMD003862,2025-09-29,C00476,S004,Annulée,2982.76,P00076,9,57.5,10.0,465.75,,,,
CMD003862,2025-09-29,C00476,S004,Annulée,2982.76,P00150,7,122.36,10.0,770.87,,,,
CMD003862,2025-09-29,C00476,S004,Annulée,2982.76,P00135,12,12.58,10.0,135.86,,,,
CMD003862,2025-09-29,C00476,S004,Annulée,2982.76,P00002,12,149.1,10.0,1610.28,,,,
CMD003872,2024-08-20,C00941,S001,Livrée,3040.15,P00083,5,58.57,0.0,292.85,F003872,2024-08-21,3648.18,Payée
CMD003872,2024-08-20,C00941,S001,Livrée,3040.15,P00046,11,67.89,10.0,672.11,F003872,2024-08-21,3648.18,Payée
CMD003872,2024-08-20,C00941,S001,Livrée,3040.15,P00149,12,10.78,10.0,116.42,F003872,2024-08-21,3648.18,Payée
CMD003872,2024-08-20,C00941,S001,Livrée,3040.15,P00010,11,99.15,10.0,981.59,F003872,2024-08-21,3648.18,Payée
CMD003872,2024-08-20,C00941,S001,Livrée,3040.15,P00111,8,135.72,10.0,977.18,F003872,2024-08-21,3648.18,Payée
CMD003910,2024-05-15,C00746,S001,En cours,462.65,P00030,5,92.53,0.0,462.65,,,,
CMD004031,2024-04-23,C00696,S004,En cours,568.69,P00036,8,8.85,10.0,63.72,,,,
CMD004031,2024-04-23,C00696,S004,En cours,568.69,P00037,5,70.69,0.0,353.45,,,,
CMD004031,2024-04-23,C00696,S004,En cours,568.69,P00055,7,5.52,10.0,34.78,,,,
CMD004031,2024-04-23,C00696,S004,En cours,568.69,P00035,1,61.02,0.0,61.02,,,,
CMD004031,2024-04-23,C00696,S004,En cours,568.69,P00138,8,7.74,10.0,55.73,,,,
CMD004041,2024-10-09,C00745,S003,Annulée,1211.85,P00036,1,8.85,0.0,8.85,,,,
CMD004041,2024-10-09,C00745,S003,Annulée,1211.85,P00094,9,140.11,10.0,1134.89,,,,
CMD004041,2024-10-09,C00745,S003,Annulée,1211.85,P00069,8,9.46,10.0,68.11,,,,
CMD004111,2025-03-15,C01175,S003,En cours,3031.19,P00056,7,34.09,10.0,214.77,,,,
CMD004111,2025-03-15,C01175,S003,En cours,3031.19,P00081,11,49.93,10.0,494.31,,,,
CMD004111,2025-03-15,C01175,S003,En cours,3031.19,P00043,11,132.39,10.0,1310.66,,,,
CMD004111,2025-03-15,C01175,S003,En cours,3031.19,P00118,11,80.42,10.0,796.16,,,,
CMD004111,2025-03-15,C01175,S003,En cours,3031.19,P00012,6,39.87,10.0,215.3,,,,
CMD004119,2024-03-17,C00751,S003,Livrée,478.88,P00062,7,64.77,10.0,408.05,F004119,2024-03-18,574.66,Payée
CMD004119,2024-03-17,C00751,S003,Livrée,478.88,P00134,10,7.87,10.0,70.83,F004119,2024-03-18,574.66,Payée
CMD004129,2025-05-03,C00636,S005,Livrée,1236.0,P00143,2,111.71,0.0,223.42,F004129,2025-05-04,1483.2,Payée
CMD004129,2025-05-03,C00636,S005,Livrée,1236.0,P00091,9,125.01,10.0,1012.58,F004129,2025-05-04,1483.2,Payée
CMD004139,2024-05-13,C00576,S005,Annulée,825.66,P00123,11,19.47,10.0,192.75,,,,
CMD004139,2024-05-13,C00576,S005,Annulée,825.66,P00086,11,63.93,10.0,632.91,,,,
CMD004144,2025-10-23,C00520,S005,Livrée,1582.2,P00018,6,5.64,10.0,30.46,F004144,2025-10-24,1898.64,Payée
CMD004144,2025-10-23,C00520,S005,Livrée,1582.2,P00044,12,143.68,10.0,1551.74,F004144,2025-10-24,1898.64,Payée
CMD004145,2024-12-06,C00299,S003,Annulée,881.15,P00028,6,40.29,10.0,217.57,,,,
CMD004145,2024-12-06,C00299,S003,Annulée,881.15,P00083,3,58.57,0.0,175.71,,,,
CMD004145,2024-12-06,C00299,S003,Annulée,881.15,P00079,8,67.76,10.0,487.87,,,,
CMD004178,2025-03-27,C00684,S002,Annulée,719.98,P00031,5,98.34,0.0,491.7,,,,
CMD004178,2025-03-27,C00684,S002,Annulée,719.98,P00074,2,114.14,0.0,228.28,,,,
CMD004212,2024-08-03,C00640,S001,En cours,691.96,P00144,6,116.53,10.0,629.26,,,,
CMD004212,2024-08-03,C00640,S001,En cours,691.96,P00138,9,7.74,10.0,62.69,,,,
CMD004227,2024-12-25,C00674,S002,Annulée,490.43,P00074,3,114.14,0.0,342.42,,,,
CMD004227,2024-12-25,C00674,S002,Annulée,490.43,P00134,5,7.87,0.0,39.35,,,,
CMD004227,2024-12-25,C00674,S002,Annulée,490.43,P00109,2,54.33,0.0,108.66,,,,
CMD004249,2024-12-12,C01029,S003,Annulée,1212.26,P00112,7,99.54,10.0,627.1,,,,
CMD004249,2024-12-12,C01029,S003,Annulée,1212.26,P00141,4,146.29,0.0,585.16,,,,
CMD004269,2024-07-25,C00278,S005,Livrée,70.69,P00037,1,70.69,0.0,70.69,F004269,2024-07-26,84.83,Payée
CMD004275,2024-05-23,C00996,S004,En cours,1143.81,P00054,5,118.99,0.0,594.95,,,,
CMD004275,2024-05-23,C00996,S004,En cours,1143.81,P00079,9,67.76,10.0,548.86,,,,
CMD004281,2025-05-19,C00051,S004,En cours,2090.44,P00053,9,103.77,10.0,840.54,,,,
CMD004281,2025-05-19,C00051,S004,En cours,2090.44,P00060,10,106.28,10.0,956.52,,,,
CMD004281,2025-05-19,C00051,S004,En cours,2090.44,P00109,6,54.33,10.0,293.38,,,,
CMD004376,2024-12-07,C00233,S001,En cours,1791.92,P00037,2,70.69,0.0,141.38,,,,
CMD004376,2024-12-07,C00233,S001,En cours,1791.92,P00147,8,88.99,10.0,640.73,,,,
CMD004376,2024-12-07,C00233,S001,En cours,1791.92,P00149,7,10.78,10.0,67.91,,,,
CMD004376,2024-12-07,C00233,S001,En cours,1791.92,P00019,10,57.42,10.0,516.78,,,,
CMD004376,2024-12-07,C00233,S001,En cours,1791.92,P00060,4,106.28,0.0,425.12,,,,
CMD004390,2024-03-30,C00684,S001,Livrée,168.95,P00001,1,49.96,0.0,49.96,F004390,2024-03-31,202.74,Payée
CMD004390,2024-03-30,C00684,S001,Livrée,168.95,P00054,1,118.99,0.0,118.99,F004390,2024-03-31,202.74,Payée
CMD004428,2025-05-13,C00301,S005,Livrée,537.76,P00051,1,124.18,0.0,124.18,F004428,2025-05-14,645.31,Payée
CMD004428,2025-05-13,C00301,S005,Livrée,537.76,P00056,3,34.09,0.0,102.27,F004428,2025-05-14,645.31,Payée
CMD004428,2025-05-13,C00301,S005,Livrée,537.76,P00053,3,103.77,0.0,311.31,F004428,2025-05-14,645.31,Payée
CMD004430,2025-09-26,C00927,S004,Annulée,791.77,P00016,9,97.75,10.0,791.77,,,,
CMD004457,2024-07-03,C00141,S001,Annulée,1981.32,P00087,5,135.44,0.0,677.2,,,,
CMD004457,2024-07-03,C00141,S001,Annulée,1981.32,P00114,1,9.84,0.0,9.84,,,,
CMD004457,2024-07-03,C00141,S001,Annulée,1981.32,P00072,12,55.34,10.0,597.67,,,,
CMD004457,2024-07-03,C00141,S001,Annulée,1981.32,P00142,5,127.76,0.0,638.8,,,,
CMD004457,2024-07-03,C00141,S001,Annulée,1981.32,P00115,3,19.27,0.0,57.81,,,,
CMD004465,2024-04-14,C00569,S003,Annulée,47.82,P00089,1,47.82,0.0,47.82,,,,
CMD004471,2025-02-16,C00444,S003,En cours,1413.09,P00080,3,96.09,0.0,288.27,,,,
CMD004471,2025-02-16,C00444,S003,En cours,1413.09,P00005,10,124.98,10.0,1124.82,,,,
CMD004570,2025-07-01,C00227,S004,Livrée,1349.88,P00082,8,19.62,10.0,141.26,F004570,2025-07-02,1619.85,En attente
CMD004570,2025-07-01,C00227,S004,Livrée,1349.88,P00067,9,12.84,10.0,104.0,F004570,2025-07-02,1619.85,En attente
CMD004570,2025-07-01,C00227,S004,Livrée,1349.88,P00019,7,57.42,10.0,361.75,F004570,2025-07-02,1619.85,En attente
CMD004570,2025-07-01,C00227,S004,Livrée,1349.88,P00096,11,25.37,10.0,251.16,F004570,2025-07-02,1619.85,En attente
CMD004570,2025-07-01,C00227,S004,Livrée,1349.88,P00031,5,98.34,0.0,491.7,F004570,2025-07-02,1619.85,En attente
CMD004574,2024-04-26,C01022,S003,Annulée,1638.75,P00014,2,70.09,0.0,140.18,,,,
CMD004574,2024-04-26,C01022,S003,Annulée,1638.75,P00054,8,118.99,10.0,856.73,,,,
CMD004574,2024-04-26,C01022,S003,Annulée,1638.75,P00127,4,72.29,0.0,289.16,,,,
CMD004574,2024-04-26,C01022,S003,Annulée,1638.75,P00066,3,117.56,0.0,352.68,,,,
CMD004636,2024-03-16,C00147,S003,Annulée,1012.27,P00028,1,40.29,0.0,40.29,,,,
CMD004636,2024-03-16,C00147,S003,Annulée,1012.27,P00110,9,32.12,10.0,260.17,,,,
CMD004636,2024-03-16,C00147,S003,Annulée,1012.27,P00106,4,8.02,0.0,32.08,,,,
CMD004636,2024-03-16,C00147,S003,Annulée,1012.27,P00080,6,96.09,10.0,518.89,,,,
CMD004636,2024-03-16,C00147,S003,Annulée,1012.27,P00118,2,80.42,0.0,160.84,,,,
CMD004646,2025-09-18,C00623,S002,Annulée,1044.25,P00029,11,59.45,10.0,588.56,,,,
CMD004646,2025-09-18,C00623,S002,Annulée,1044.25,P00107,11,46.03,10.0,455.7,,,,
CMD004674,2024-06-08,C00181,S005,En cours,3735.86,P00053,10,103.77,10.0,933.93,,,,
CMD004674,2024-06-08,C00181,S005,En cours,3735.86,P00111,12,135.72,10.0,1465.78,,,,
CMD004674,2024-06-08,C00181,S005,En cours,3735.86,P00056,5,34.09,0.0,170.45,,,,
CMD004674,2024-06-08,C00181,S005,En cours,3735.86,P00063,4,70.16,0.0,280.64,,,,
CMD004674,2024-06-08,C00181,S005,En cours,3735.86,P00031,10,98.34,10.0,885.06,,,,
CMD004694,2024-04-23,C00960,S001,En cours,107.65,P00116,1,107.65,0.0,107.65,,,,
CMD004711,2025-01-26,C00884,S001,Annulée,2738.43,P00002,8,149.1,10.0,1073.52,,,,
CMD004711,2025-01-26,C00884,S001,Annulée,2738.43,P00109,1,54.33,0.0,54.33,,,,
CMD004711,2025-01-26,C00884,S001,Annulée,2738.43,P00143,11,111.71,10.0,1105.93,,,,
CMD004711,2025-01-26,C00884,S001,Annulée,2738.43,P00014,8,70.09,10.0,504.65,,,,
CMD004721,2025-12-16,C01114,S001,En cours,1949.18,P00104,10,88.19,10.0,793.71,,,,
CMD004721,2025-12-16,C01114,S001,En cours,1949.18,P00032,12,71.43,10.0,771.44,,,,
CMD004721,2025-12-16,C01114,S001,En cours,1949.18,P00121,3,128.01,0.0,384.03,,,,
CMD004786,2025-04-03,C00911,S002,Annulée,651.99,P00135,1,12.58,0.0,12.58,,,,
CMD004786,2025-04-03,C00911,S002,Annulée,651.99,P00010,6,99.15,10.0,535.41,,,,
CMD004786,2025-04-03,C00911,S002,Annulée,651.99,P00067,9,12.84,10.0,104.0,,,,
CMD004809,2025-01-03,C01166,S002,En cours,3739.34,P00015,6,133.92,10.0,723.17,,,,
CMD004809,2025-01-03,C01166,S002,En cours,3739.34,P00119,4,110.08,0.0,440.32,,,,
CMD004809,2025-01-03,C01166,S002,En cours,3739.34,P00049,4,80.24,0.0,320.96,,,,
CMD004809,2025-01-03,C01166,S002,En cours,3739.34,P00144,11,116.53,10.0,1153.65,,,,
CMD004809,2025-01-03,C01166,S002,En cours,3739.34,P00150,10,122.36,10.0,1101.24,,,,
CMD004835,2025-11-12,C00150,S002,Annulée,832.71,P00003,8,60.4,10.0,434.88,,,,
CMD004835,2025-11-12,C00150,S002,Annulée,832.71,P00035,3,61.02,0.0,183.06,,,,
CMD004835,2025-11-12,C00150,S002,Annulée,832.71,P00056,7,34.09,10.0,214.77,,,,
CMD004844,2025-06-18,C01193,S003,En cours,471.63,P00085,6,62.35,10.0,336.69,,,,
CMD004844,2025-06-18,C01193,S003,En cours,471.63,P00132,11,13.63,10.0,134.94,,,,
CMD004852,2025-09-21,C00918,S004,En cours,4079.12,P00141,10,146.29,10.0,1316.61,,,,
CMD004852,2025-09-21,C00918,S004,En cours,4079.12,P00010,9,99.15,10.0,803.12,,,,
CMD004852,2025-09-21,C00918,S004,En cours,4079.12,P00130,11,98.67,10.0,976.83,,,,
CMD004852,2025-09-21,C00918,S004,En cours,4079.12,P00150,5,122.36,0.0,611.8,,,,
CMD004852,2025-09-21,C00918,S004,En cours,4079.12,P00102,4,92.69,0.0,370.76,,,,
CMD004938,2025-11-30,C00153,S003,Annulée,2770.02,P00145,4,130.88,0.0,523.52,,,,
CMD004938,2025-11-30,C00153,S003,Annulée,2770.02,P00146,12,138.63,10.0,1497.2,,,,
CMD004938,2025-11-30,C00153,S003,Annulée,2770.02,P00125,4,51.68,0.0,206.72,,,,
CMD004938,2025-11-30,C00153,S003,Annulée,2770.02,P00129,2,77.2,0.0,154.4,,,,
CMD004938,2025-11-30,C00153,S003,Annulée,2770.02,P00092,11,39.21,10.0,388.18,,,,
CMD004948,2025-09-28,C01088,S005,Annulée,1867.13,P00135,5,12.58,0.0,62.9,,,,
CMD004948,2025-09-28,C01088,S005,Annulée,1867.13,P00021,7,79.48,10.0,500.72,,,,
CMD004948,2025-09-28,C01088,S005,Annulée,1867.13,P00046,1,67.89,0.0,67.89,,,,
CMD004948,2025-09-28,C01088,S005,Annulée,1867.13,P00110,11,32.12,10.0,317.99,,,,
CMD004948,2025-09-28,C01088,S005,Annulée,1867.13,P00102,11,92.69,10.0,917.63,,,,
CMD004964,2025-11-09,C00268,S002,Annulée,1722.25,P00088,3,11.57,0.0,34.71,,,,
CMD004964,2025-11-09,C00268,S002,Annulée,1722.25,P00057,12,82.94,10.0,895.75,,,,
CMD004964,2025-11-09,C00268,S002,Annulée,1722.25,P00147,9,88.99,10.0,720.82,,,,
CMD004964,2025-11-09,C00268,S002,Annulée,1722.25,P00022,1,70.97,0.0,70.97,,,,
CMD004971,2024-07-11,C00761,S004,En cours,1336.8,P00064,11,135.03,10.0,1336.8,,,,
CMD001640,2025-12-19,C00653,S004,Annulée,511.3,P00089,7,47.82,10.0,301.27,,,,
CMD001640,2025-12-19,C00653,S004,Annulée,511.3,P00048,9,25.93,10.0,210.03,,,,
CMD001660,2025-03-29,C00196,S003,En cours,458.52,P00047,4,114.63,0.0,458.52,,,,
CMD001674,2025-10-01,C00041,S004,En cours,2331.73,P00133,3,73.37,0.0,220.11,,,,
CMD001674,2025-10-01,C00041,S004,En cours,2331.73,P00146,7,138.63,10.0,873.37,,,,
CMD001674,2025-10-01,C00041,S004,En cours,2331.73,P00030,11,92.53,10.0,916.05,,,,
CMD001674,2025-10-01,C00041,S004,En cours,2331.73,P00006,3,107.4,0.0,322.2,,,,
CMD001766,2024-06-09,C01198,S002,En cours,1713.58,P00019,8,57.42,10.0,413.42,,,,
CMD001766,2024-06-09,C01198,S002,En cours,1713.58,P00104,4,88.19,0.0,352.76,,,,
CMD001766,2024-06-09,C01198,S002,En cours,1713.58,P00102,2,92.69,0.0,185.38,,,,
CMD001766,2024-06-09,C01198,S002,En cours,1713.58,P00004,11,43.96,10.0,435.2,,,,
CMD001766,2024-06-09,C01198,S002,En cours,1713.58,P00059,6,60.52,10.0,326.81,,,,
CMD001777,2024-10-01,C00628,S004,En cours,27.11,P00097,1,27.11,0.0,27.11,,,,
CMD001814,2024-06-22,C01159,S003,Livrée,634.56,P00107,4,46.03,0.0,184.12,F001814,2024-06-23,761.47,Payée
CMD001814,2024-06-22,C01159,S003,Livrée,634.56,P00150,4,0.0,0.0,0.0,F001814,2024-06-23,761.47,Payée
CMD001814,2024-06-22,C01159,S003,Livrée,634.56,P00098,4,112.61,0.0,450.44,F001814,2024-06-23,761.47,Payée
CMD001849,2025-10-28,C00669,S003,Livrée,1982.49,P00069,9,9.46,10.0,76.63,F001849,2025-10-29,2378.98,Payée
CMD001849,2025-10-28,C00669,S003,Livrée,1982.49,P00099,5,82.8,0.0,414.0,F001849,2025-10-29,2378.98,Payée
CMD001849,2025-10-28,C00669,S003,Livrée,1982.49,P00003,3,60.4,0.0,181.2,F001849,2025-10-29,2378.98,Payée
CMD001849,2025-10-28,C00669,S003,Livrée,1982.49,P00043,11,132.39,10.0,1310.66,F001849,2025-10-29,2378.98,Payée
CMD001874,2025-07-15,C00525,S001,En cours,1926.64,P00024,7,108.41,10.0,682.98,,,,
CMD001874,2025-07-15,C00525,S001,En cours,1926.64,P00057,6,82.94,10.0,447.88,,,,
CMD001874,2025-07-15,C00525,S001,En cours,1926.64,P00020,6,109.59,10.0,591.79,,,,
CMD001874,2025-07-15,C00525,S001,En cours,1926.64,P00136,7,17.7,10.0,111.51,,,,
CMD001874,2025-07-15,C00525,S001,En cours,1926.64,P00120,3,30.83,0.0,92.49,,,,
CMD001892,2024-06-04,C01071,S001,En cours,668.86,P00122,1,23.18,0.0,23.18,,,,
CMD001892,2024-06-04,C01071,S001,En cours,668.86,P00123,1,19.47,0.0,19.47,,,,
CMD001892,2024-06-04,C01071,S001,En cours,668.86,P00124,9,77.31,10.0,626.21,,,,
CMD001914,2024-11-30,C00711,S005,Livrée,3048.8,P00062,3,64.77,0.0,194.31,F001914,2024-12-01,3658.56,Payée
CMD001914,2024-11-30,C00711,S005,Livrée,3048.8,P00044,10,143.68,10.0,1293.12,F001914,2024-12-01,3658.56,Payée
CMD001914,2024-11-30,C00711,S005,Livrée,3048.8,P00063,7,70.16,10.0,442.01,F001914,2024-12-01,3658.56,Payée
CMD001914,2024-11-30,C00711,S005,Livrée,3048.8,P00120,8,30.83,10.0,221.98,F001914,2024-12-01,3658.56,Payée
CMD001914,2024-11-30,C00711,S005,Livrée,3048.8,P00117,10,99.71,10.0,897.39,F001914,2024-12-01,3658.56,Payée
CMD001937,2024-10-01,C01042,S005,En cours,573.91,P00060,6,106.28,10.0,573.91,,,,
CMD001945,2024-04-16,C00870,S002,En cours,655.05,P00110,5,32.12,0.0,160.6,,,,
CMD001945,2024-04-16,C00870,S002,En cours,655.05,P00064,3,135.03,0.0,405.09,,,,
CMD001945,2024-04-16,C00870,S002,En cours,655.05,P00055,3,5.52,0.0,16.56,,,,
CMD001945,2024-04-16,C00870,S002,En cours,655.05,P00140,5,14.56,0.0,72.8,,,,
CMD001947,2024-07-26,C00770,S004,Livrée,1646.03,P00023,5,106.59,0.0,532.95,F001947,2024-07-27,1975.24,Payée
CMD001947,2024-07-26,C00770,S004,Livrée,1646.03,P00070,5,142.11,0.0,710.55,F001947,2024-07-27,1975.24,Payée
CMD001947,2024-07-26,C00770,S004,Livrée,1646.03,P00145,1,130.88,0.0,130.88,F001947,2024-07-27,1975.24,Payée
CMD001947,2024-07-26,C00770,S004,Livrée,1646.03,P00109,5,54.33,0.0,271.65,F001947,2024-07-27,1975.24,Payée
CMD001948,2025-04-07,C01125,S002,Livrée,1277.64,P00013,12,114.16,10.0,1232.93,F001948,2025-04-08,1533.17,Payée
CMD001948,2025-04-07,C01125,S002,Livrée,1277.64,P00055,9,5.52,10.0,44.71,F001948,2025-04-08,1533.17,Payée
CMD001950,2024-03-09,C00546,S003,Livrée,102.98,P00100,6,19.07,10.0,102.98,F001950,2024-03-10,123.57,Payée
CMD001953,2025-02-11,C00409,S001,Livrée,1866.96,P00149,1,10.78,0.0,10.78,F001953,2025-02-12,2240.35,Payée
CMD001953,2025-02-11,C00409,S001,Livrée,1866.96,P00001,12,49.96,10.0,539.57,F001953,2025-02-12,2240.35,Payée
CMD001953,2025-02-11,C00409,S001,Livrée,1866.96,P00141,10,146.29,10.0,1316.61,F001953,2025-02-12,2240.35,Payée
CMD001982,2024-11-27,C00505,S005,Annulée,2278.48,P00146,11,138.63,10.0,1372.44,,,,
CMD001982,2024-11-27,C00505,S005,Annulée,2278.48,P00042,8,125.84,10.0,906.05,,,,
CMD002004,2024-06-22,C01061,S001,Annulée,1253.51,P00144,11,116.53,10.0,1153.65,,,,
CMD002004,2024-06-22,C01061,S001,Annulée,1253.51,P00081,2,49.93,0.0,99.86,,,,
CMD002019,2024-09-27,C00914,S001,En cours,1266.95,P00063,4,70.16,0.0,280.64,,,,
CMD002019,2024-09-27,C00914,S001,En cours,1266.95,P00020,10,109.59,10.0,986.31,,,,
CMD002035,2025-08-04,C00367,S003,Annulée,1723.44,P00108,12,85.53,10.0,923.72,,,,
CMD002035,2025-08-04,C00367,S003,Annulée,1723.44,P00094,6,140.11,10.0,756.59,,,,
CMD002035,2025-08-04,C00367,S003,Annulée,1723.44,P00149,4,10.78,0.0,43.12,,,,
CMD002054,2024-06-25,C01154,S004,En cours,3180.79,P00021,9,79.48,10.0,643.79,,,,
CMD002054,2024-06-25,C01154,S004,En cours,3180.79,P00074,9,114.14,10.0,924.53,,,,
CMD002054,2024-06-25,C01154,S004,En cours,3180.79,P00119,5,110.08,0.0,550.4,,,,
CMD002054,2024-06-25,C01154,S004,En cours,3180.79,P00031,12,98.34,10.0,1062.07,,,,
CMD002059,2024-01-21,C00044,S004,En cours,466.81,P00108,1,85.53,0.0,85.53,,,,
CMD002059,2024-01-21,C00044,S004,En cours,466.81,P00059,7,60.52,10.0,381.28,,,,
CMD002065,2025-08-19,C00414,S005,Annulée,58.72,P00148,7,9.32,10.0,58.72,,,,
CMD002110,2025-12-01,C00942,S004,Annulée,915.6,P00095,10,68.83,10.0,619.47,,,,
CMD002110,2025-12-01,C00942,S004,Annulée,915.6,P00048,5,25.93,0.0,129.65,,,,
CMD002110,2025-12-01,C00942,S004,Annulée,915.6,P00120,6,30.83,10.0,166.48,,,,
CMD002122,2024-06-12,C00631,S002,En cours,372.84,P00107,9,46.03,10.0,372.84,,,,
CMD002130,2025-09-05,C01030,S001,Annulée,1976.34,P00095,9,68.83,10.0,557.52,,,,
CMD002130,2025-09-05,C01030,S001,Annulée,1976.34,P00117,5,99.71,0.0,498.55,,,,
CMD002130,2025-09-05,C01030,S001,Annulée,1976.34,P00148,6,9.32,10.0,50.33,,,,
CMD002130,2025-09-05,C01030,S001,Annulée,1976.34,P00006,9,107.4,10.0,869.94,,,,
CMD002174,2024-11-09,C00090,S005,Livrée,1720.67,P00027,9,110.0,10.0,891.0,F002174,2024-11-10,2064.81,Payée
CMD002174,2024-11-09,C00090,S005,Livrée,1720.67,P00108,2,85.53,0.0,171.06,F002174,2024-11-10,2064.81,Payée
CMD002174,2024-11-09,C00090,S005,Livrée,1720.67,P00085,9,62.35,10.0,505.03,F002174,2024-11-10,2064.81,Payée
CMD002174,2024-11-09,C00090,S005,Livrée,1720.67,P00128,8,21.33,10.0,153.58,F002174,2024-11-10,2064.81,Payée
CMD002182,2024-05-21,C00393,S002,Annulée,3784.52,P00003,10,60.4,10.0,543.6,,,,
CMD002182,2024-05-21,C00393,S002,Annulée,3784.52,P00041,12,113.92,10.0,1230.34,,,,
CMD002182,2024-05-21,C00393,S002,Annulée,3784.52,P00146,9,138.63,10.0,1122.9,,,,
CMD002182,2024-05-21,C00393,S002,Annulée,3784.52,P00020,9,109.59,10.0,887.68,,,,
